# This is the data used to generate the table HM05 continuum
# This file was obtained from Francesco Haardt on Aug 6 2005.  It is a revised version of the
#>>refer	background	continuum	Haardt, F. & Madau, P. 1996, ApJ, 461, 20
# continuum.  This version includes a galaxy contribution in addition to the quasar continuum
# the CMB is not included.  
# the first line that is not a comment is a magic number to identify the version
# all remaining data are from the original file, with the exctption that the redshifts must not use exponential format
# the units of the continuum are erg cm-2 s-1 Hz-1 sr-1
# several changes were made to their original file for it to be used.  There were several wavelengths were had identical
# values.  Cloudy requries that the wavelengths be in increasing order.  The redshift were given in a variety of foramts.
# Cloudy requies that they all be floating format, not exponential
# the highest redshift had only zeros - I deleted that column
# any line starting with a # is a comment
 50808    
wavelength(A)	z=0	z=0.04912	z=.1006	z=.1547	z=.2114	z=.2709	z=.3333	z=.3988	z=.4675	z=.5396	z=.6152	z=.6945	z=.7778	z=.8651	z=.9567	z=1.053	z=1.154	z=1.259	z=1.370	z=1.4870	z=1.609	z=1.737	z=1.871	z=2.013	z=2.160	z=2.316	z=2.479	z=2.649	z=2.829	z=3.0170	z=3.214	z=3.421	z=3.638	z=3.866	z=4.105	z=4.356	z=4.619	z=4.895	z=5.184	z=5.4880	z=5.807	z=6.141	z=6.492	z=6.859	z=7.246	z=7.650	z=8.075	z=8.521	z=8.989	z=9.479
0.005181	9.568E-32	1.275E-31	1.683E-31	2.193E-31	2.816E-31	3.563E-31	4.449E-31	5.487E-31	6.689E-31	8.06E-31	9.603E-31	1.131E-30	1.317E-30	1.518E-30	1.729E-30	1.949E-30	2.174E-30	2.401E-30	2.624E-30	2.834E-30	3.021E-30	3.169E-30	3.25E-30	3.276E-30	3.289E-30	3.299E-30	3.305E-30	3.307E-30	3.301E-30	3.285E-30	3.251E-30	3.186E-30	3.076E-30	2.89E-30	2.58E-30	2.084E-30	1.293E-30	5.167E-32	3.497E-43	3.192E-43	2.887E-43	2.585E-43	2.287E-43	1.992E-43	1.699E-43	1.404E-43	1.101E-43	7.793E-44	4.208E-44	0
0.005435	1.341E-31	1.784E-31	2.349E-31	3.055E-31	3.916E-31	4.948E-31	6.169E-31	7.599E-31	9.251E-31	1.113E-30	1.325E-30	1.559E-30	1.814E-30	2.088E-30	2.377E-30	2.677E-30	2.984E-30	3.292E-30	3.594E-30	3.879E-30	4.131E-30	4.329E-30	4.438E-30	4.473E-30	4.49E-30	4.502E-30	4.51E-30	4.511E-30	4.502E-30	4.476E-30	4.424E-30	4.332E-30	4.174E-30	3.907E-30	3.479E-30	2.796E-30	1.723E-30	6.905E-32	4.444E-43	4.057E-43	3.67E-43	3.286E-43	2.906E-43	2.531E-43	2.159E-43	1.785E-43	1.4E-43	9.905E-44	5.349E-44	0
0.005702	1.859E-31	2.468E-31	3.244E-31	4.212E-31	5.39E-31	6.8E-31	8.467E-31	1.042E-30	1.267E-30	1.523E-30	1.81E-30	2.128E-30	2.474E-30	2.845E-30	3.235E-30	3.64E-30	4.055E-30	4.47E-30	4.876E-30	5.258E-30	5.595E-30	5.859E-30	6.004E-30	6.051E-30	6.072E-30	6.089E-30	6.098E-30	6.097E-30	6.081E-30	6.042E-30	5.966E-30	5.834E-30	5.607E-30	5.24E-30	4.651E-30	3.724E-30	2.293E-30	9.13E-32	5.648E-43	5.156E-43	4.664E-43	4.176E-43	3.693E-43	3.217E-43	2.744E-43	2.268E-43	1.779E-43	1.259E-43	6.798E-44	0
0.005982	2.546E-31	3.373E-31	4.424E-31	5.733E-31	7.324E-31	9.224E-31	1.147E-30	1.409E-30	1.711E-30	2.055E-30	2.44E-30	2.865E-30	3.327E-30	3.822E-30	4.343E-30	4.882E-30	5.433E-30	5.984E-30	6.521E-30	7.025E-30	7.469E-30	7.814E-30	8.003E-30	8.063E-30	8.091E-30	8.111E-30	8.121E-30	8.117E-30	8.091E-30	8.033E-30	7.925E-30	7.734E-30	7.42E-30	6.915E-30	6.116E-30	4.88E-30	2.976E-30	1.163E-31	7.178E-43	6.552E-43	5.927E-43	5.307E-43	4.694E-43	4.088E-43	3.487E-43	2.883E-43	2.261E-43	1.6E-43	8.639E-44	0
0.006276	3.45E-31	4.561E-31	5.97E-31	7.72E-31	9.845E-31	1.238E-30	1.537E-30	1.886E-30	2.287E-30	2.743E-30	3.254E-30	3.817E-30	4.428E-30	5.082E-30	5.769E-30	6.48E-30	7.205E-30	7.928E-30	8.632E-30	9.29E-30	9.868E-30	1.032E-29	1.056E-29	1.064E-29	1.068E-29	1.07E-29	1.071E-29	1.07E-29	1.066E-29	1.058E-29	1.042E-29	1.015E-29	9.722E-30	9.036E-30	7.97E-30	6.325E-30	3.852E-30	1.526E-31	9.123E-43	8.327E-43	7.533E-43	6.745E-43	5.966E-43	5.196E-43	4.432E-43	3.663E-43	2.874E-43	2.033E-43	1.098E-43	0
0.006584	4.633E-31	6.113E-31	7.985E-31	1.031E-30	1.312E-30	1.648E-30	2.043E-30	2.503E-30	3.032E-30	3.633E-30	4.304E-30	5.044E-30	5.846E-30	6.703E-30	7.602E-30	8.532E-30	9.479E-30	1.042E-29	1.134E-29	1.219E-29	1.294E-29	1.352E-29	1.384E-29	1.394E-29	1.398E-29	1.401E-29	1.402E-29	1.4E-29	1.394E-29	1.382E-29	1.36E-29	1.323E-29	1.265E-29	1.173E-29	1.031E-29	8.177E-30	4.978E-30	1.942E-31	1.159E-42	1.058E-42	9.574E-43	8.572E-43	7.582E-43	6.604E-43	5.632E-43	4.656E-43	3.652E-43	2.584E-43	1.395E-43	0
0.006907	6.157E-31	8.108E-31	1.057E-30	1.361E-30	1.73E-30	2.169E-30	2.685E-30	3.286E-30	3.975E-30	4.757E-30	5.63E-30	6.591E-30	7.631E-30	8.741E-30	9.904E-30	1.111E-29	1.233E-29	1.354E-29	1.472E-29	1.581E-29	1.677E-29	1.751E-29	1.791E-29	1.804E-29	1.809E-29	1.812E-29	1.813E-29	1.81E-29	1.801E-29	1.784E-29	1.753E-29	1.704E-29	1.625E-29	1.503E-29	1.319E-29	1.043E-29	6.29E-30	2.439E-31	1.474E-42	1.345E-42	1.217E-42	1.089E-42	9.636E-43	8.393E-43	7.158E-43	5.917E-43	4.641E-43	3.284E-43	1.773E-43	0
0.007247	8.109E-31	1.066E-30	1.386E-30	1.782E-30	2.261E-30	2.83E-30	3.498E-30	4.274E-30	5.165E-30	6.173E-30	7.299E-30	8.534E-30	9.872E-30	1.13E-29	1.279E-29	1.433E-29	1.589E-29	1.744E-29	1.894E-29	2.033E-29	2.154E-29	2.248E-29	2.298E-29	2.314E-29	2.321E-29	2.325E-29	2.325E-29	2.319E-29	2.307E-29	2.282E-29	2.241E-29	2.175E-29	2.07E-29	1.912E-29	1.673E-29	1.316E-29	7.93E-30	3.088E-31	1.873E-42	1.709E-42	1.546E-42	1.385E-42	1.225E-42	1.067E-42	9.098E-43	7.52E-43	5.899E-43	4.174E-43	2.254E-43	0
0.007603	1.059E-30	1.388E-30	1.802E-30	2.312E-30	2.928E-30	3.659E-30	4.516E-30	5.511E-30	6.651E-30	7.94E-30	9.377E-30	1.095E-29	1.266E-29	1.447E-29	1.637E-29	1.832E-29	2.03E-29	2.226E-29	2.415E-29	2.591E-29	2.743E-29	2.86E-29	2.923E-29	2.942E-29	2.95E-29	2.954E-29	2.953E-29	2.945E-29	2.927E-29	2.894E-29	2.838E-29	2.75E-29	2.614E-29	2.409E-29	2.101E-29	1.649E-29	9.897E-30	3.807E-31	2.38E-42	2.173E-42	1.965E-42	1.76E-42	1.556E-42	1.356E-42	1.156E-42	9.558E-43	7.497E-43	5.305E-43	2.865E-43	0
0.007976	1.37E-30	1.792E-30	2.321E-30	2.973E-30	3.758E-30	4.688E-30	5.779E-30	7.042E-30	8.488E-30	1.012E-29	1.194E-29	1.393E-29	1.608E-29	1.836E-29	2.075E-29	2.321E-29	2.569E-29	2.815E-29	3.052E-29	3.27E-29	3.46E-29	3.604E-29	3.682E-29	3.706E-29	3.715E-29	3.72E-29	3.717E-29	3.705E-29	3.68E-29	3.635E-29	3.561E-29	3.445E-29	3.27E-29	3.004E-29	2.615E-29	2.045E-29	1.222E-29	4.716E-31	3.025E-42	2.761E-42	2.498E-42	2.236E-42	1.978E-42	1.723E-42	1.469E-42	1.215E-42	9.528E-43	6.742E-43	3.641E-43	0
0.008368	1.759E-30	2.296E-30	2.968E-30	3.793E-30	4.786E-30	5.962E-30	7.337E-30	8.93E-30	1.075E-29	1.28E-29	1.508E-29	1.758E-29	2.027E-29	2.313E-29	2.612E-29	2.918E-29	3.228E-29	3.534E-29	3.828E-29	4.099E-29	4.333E-29	4.511E-29	4.607E-29	4.636E-29	4.647E-29	4.651E-29	4.646E-29	4.628E-29	4.594E-29	4.533E-29	4.436E-29	4.287E-29	4.06E-29	3.724E-29	3.233E-29	2.522E-29	1.506E-29	5.792E-31	3.844E-42	3.509E-42	3.174E-42	2.842E-42	2.514E-42	2.19E-42	1.868E-42	1.544E-42	1.211E-42	8.568E-43	4.627E-43	0
0.008779	2.239E-30	2.916E-30	3.762E-30	4.799E-30	6.044E-30	7.516E-30	9.236E-30	1.122E-29	1.349E-29	1.605E-29	1.889E-29	2.199E-29	2.533E-29	2.888E-29	3.257E-29	3.636E-29	4.018E-29	4.395E-29	4.757E-29	5.089E-29	5.376E-29	5.593E-29	5.709E-29	5.743E-29	5.755E-29	5.759E-29	5.75E-29	5.726E-29	5.679E-29	5.599E-29	5.474E-29	5.28E-29	4.993E-29	4.57E-29	3.956E-29	3.078E-29	1.826E-29	6.962E-31	4.886E-42	4.46E-42	4.034E-42	3.612E-42	3.195E-42	2.783E-42	2.373E-42	1.962E-42	1.539E-42	1.089E-42	5.88E-43	0
0.00921	2.829E-30	3.677E-30	4.733E-30	6.025E-30	7.574E-30	9.403E-30	1.154E-29	1.4E-29	1.681E-29	1.997E-29	2.348E-29	2.73E-29	3.142E-29	3.578E-29	4.032E-29	4.497E-29	4.965E-29	5.427E-29	5.868E-29	6.273E-29	6.621E-29	6.884E-29	7.024E-29	7.065E-29	7.078E-29	7.08E-29	7.067E-29	7.033E-29	6.97E-29	6.867E-29	6.704E-29	6.459E-29	6.096E-29	5.568E-29	4.81E-29	3.728E-29	2.209E-29	8.499E-31	6.209E-42	5.668E-42	5.127E-42	4.591E-42	4.061E-42	3.537E-42	3.016E-42	2.494E-42	1.956E-42	1.384E-42	7.473E-43	0
0.009662	3.55E-30	4.604E-30	5.914E-30	7.514E-30	9.429E-30	1.169E-29	1.432E-29	1.736E-29	2.081E-29	2.469E-29	2.899E-29	3.369E-29	3.873E-29	4.406E-29	4.96E-29	5.528E-29	6.098E-29	6.659E-29	7.195E-29	7.685E-29	8.106E-29	8.423E-29	8.592E-29	8.64E-29	8.654E-29	8.654E-29	8.634E-29	8.588E-29	8.506E-29	8.371E-29	8.165E-29	7.855E-29	7.402E-29	6.75E-29	5.816E-29	4.503E-29	2.666E-29	1.018E-30	7.892E-42	7.204E-42	6.516E-42	5.835E-42	5.161E-42	4.495E-42	3.834E-42	3.169E-42	2.486E-42	1.759E-42	9.498E-43	0
0.01014	4.423E-30	5.723E-30	7.336E-30	9.302E-30	1.165E-29	1.442E-29	1.764E-29	2.135E-29	2.557E-29	3.03E-29	3.554E-29	4.125E-29	4.737E-29	5.384E-29	6.056E-29	6.743E-29	7.432E-29	8.109E-29	8.754E-29	9.344E-29	9.848E-29	1.023E-28	1.043E-28	1.048E-28	1.05E-28	1.049E-28	1.047E-28	1.04E-28	1.03E-28	1.013E-28	9.864E-29	9.477E-29	8.917E-29	8.113E-29	6.98E-29	5.392E-29	3.175E-29	1.21E-30	1.003E-41	9.155E-42	8.282E-42	7.415E-42	6.559E-42	5.713E-42	4.872E-42	4.028E-42	3.159E-42	2.235E-42	1.207E-42	0
0.01063	5.474E-30	7.068E-30	9.041E-30	1.144E-29	1.431E-29	1.768E-29	2.16E-29	2.61E-29	3.122E-29	3.695E-29	4.329E-29	5.018E-29	5.757E-29	6.538E-29	7.347E-29	8.172E-29	9.001E-29	9.812E-29	1.058E-28	1.129E-28	1.189E-28	1.234E-28	1.258E-28	1.264E-28	1.266E-28	1.265E-28	1.261E-28	1.253E-28	1.239E-28	1.217E-28	1.184E-28	1.137E-28	1.068E-28	9.699E-29	8.329E-29	6.412E-29	3.771E-29	1.443E-30	1.275E-41	1.164E-41	1.053E-41	9.424E-42	8.336E-42	7.26E-42	6.192E-42	5.119E-42	4.015E-42	2.841E-42	1.534E-42	0
0.01116	6.732E-30	8.673E-30	1.107E-29	1.398E-29	1.746E-29	2.153E-29	2.626E-29	3.17E-29	3.786E-29	4.476E-29	5.238E-29	6.066E-29	6.953E-29	7.887E-29	8.856E-29	9.842E-29	1.083E-28	1.18E-28	1.272E-28	1.355E-28	1.426E-28	1.48E-28	1.507E-28	1.515E-28	1.516E-28	1.514E-28	1.509E-28	1.498E-28	1.481E-28	1.454E-28	1.413E-28	1.354E-28	1.27E-28	1.152E-28	9.868E-29	7.586E-29	4.449E-29	1.693E-30	1.62E-41	1.479E-41	1.338E-41	1.198E-41	1.059E-41	9.227E-42	7.87E-42	6.505E-42	5.103E-42	3.611E-42	1.95E-42	0
0.01171	8.227E-30	1.058E-29	1.347E-29	1.698E-29	2.116E-29	2.606E-29	3.174E-29	3.826E-29	4.564E-29	5.389E-29	6.299E-29	7.287E-29	8.343E-29	9.456E-29	1.061E-28	1.178E-28	1.295E-28	1.41E-28	1.518E-28	1.617E-28	1.7E-28	1.763E-28	1.795E-28	1.803E-28	1.804E-28	1.802E-28	1.795E-28	1.781E-28	1.759E-28	1.725E-28	1.675E-28	1.604E-28	1.502E-28	1.36E-28	1.163E-28	8.914E-29	5.213E-29	1.992E-30	2.059E-41	1.879E-41	1.7E-41	1.522E-41	1.346E-41	1.173E-41	1E-41	8.268E-42	6.485E-42	4.589E-42	2.478E-42	0
0.01228	9.996E-30	1.282E-29	1.63E-29	2.051E-29	2.551E-29	3.136E-29	3.815E-29	4.592E-29	5.471E-29	6.452E-29	7.533E-29	8.705E-29	9.958E-29	1.128E-28	1.264E-28	1.402E-28	1.54E-28	1.675E-28	1.803E-28	1.919E-28	2.017E-28	2.089E-28	2.127E-28	2.136E-28	2.137E-28	2.133E-28	2.124E-28	2.106E-28	2.079E-28	2.037E-28	1.976E-28	1.889E-28	1.767E-28	1.597E-28	1.363E-28	1.043E-28	6.096E-29	2.329E-30	2.617E-41	2.388E-41	2.161E-41	1.935E-41	1.711E-41	1.49E-41	1.271E-41	1.051E-41	8.242E-42	5.832E-42	3.149E-42	0
0.01288	1.207E-29	1.545E-29	1.96E-29	2.462E-29	3.057E-29	3.752E-29	4.557E-29	5.478E-29	6.518E-29	7.678E-29	8.954E-29	1.034E-28	1.181E-28	1.336E-28	1.496E-28	1.659E-28	1.821E-28	1.979E-28	2.128E-28	2.263E-28	2.377E-28	2.461E-28	2.504E-28	2.514E-28	2.514E-28	2.509E-28	2.497E-28	2.475E-28	2.441E-28	2.39E-28	2.316E-28	2.211E-28	2.066E-28	1.864E-28	1.588E-28	1.213E-28	7.057E-29	2.687E-30	3.325E-41	3.036E-41	2.746E-41	2.459E-41	2.175E-41	1.894E-41	1.616E-41	1.335E-41	1.047E-41	7.412E-42	4.002E-42	0
0.01352	1.45E-29	1.852E-29	2.345E-29	2.939E-29	3.643E-29	4.465E-29	5.415E-29	6.5E-29	7.724E-29	9.088E-29	1.059E-28	1.221E-28	1.394E-28	1.575E-28	1.762E-28	1.952E-28	2.141E-28	2.325E-28	2.498E-28	2.655E-28	2.787E-28	2.884E-28	2.933E-28	2.944E-28	2.944E-28	2.936E-28	2.92E-28	2.893E-28	2.852E-28	2.79E-28	2.701E-28	2.576E-28	2.402E-28	2.164E-28	1.841E-28	1.403E-28	8.154E-29	3.127E-30	4.226E-41	3.858E-41	3.49E-41	3.125E-41	2.764E-41	2.407E-41	2.053E-41	1.697E-41	1.331E-41	9.42E-42	5.087E-42	0
0.01418	1.733E-29	2.209E-29	2.791E-29	3.491E-29	4.32E-29	5.287E-29	6.402E-29	7.675E-29	9.11E-29	1.071E-28	1.246E-28	1.435E-28	1.637E-28	1.848E-28	2.066E-28	2.287E-28	2.506E-28	2.719E-28	2.92E-28	3.101E-28	3.253E-28	3.365E-28	3.421E-28	3.433E-28	3.431E-28	3.422E-28	3.402E-28	3.368E-28	3.317E-28	3.243E-28	3.136E-28	2.988E-28	2.783E-28	2.504E-28	2.126E-28	1.618E-28	9.402E-29	3.596E-30	5.371E-41	4.903E-41	4.435E-41	3.971E-41	3.513E-41	3.059E-41	2.609E-41	2.157E-41	1.692E-41	1.197E-41	6.465E-42	0
0.01488	2.061E-29	2.621E-29	3.304E-29	4.126E-29	5.097E-29	6.228E-29	7.531E-29	9.016E-29	1.069E-28	1.255E-28	1.458E-28	1.678E-28	1.912E-28	2.158E-28	2.41E-28	2.665E-28	2.918E-28	3.164E-28	3.395E-28	3.603E-28	3.778E-28	3.905E-28	3.969E-28	3.982E-28	3.979E-28	3.966E-28	3.941E-28	3.9E-28	3.838E-28	3.749E-28	3.623E-28	3.448E-28	3.208E-28	2.881E-28	2.443E-28	1.857E-28	1.075E-28	4.116E-30	6.827E-41	6.231E-41	5.637E-41	5.047E-41	4.464E-41	3.888E-41	3.316E-41	2.741E-41	2.15E-41	1.522E-41	8.216E-42	0
0.01561	2.438E-29	3.094E-29	3.894E-29	4.853E-29	5.985E-29	7.301E-29	8.817E-29	1.054E-28	1.248E-28	1.464E-28	1.699E-28	1.954E-28	2.224E-28	2.507E-28	2.798E-28	3.092E-28	3.383E-28	3.665E-28	3.93E-28	4.168E-28	4.368E-28	4.513E-28	4.585E-28	4.599E-28	4.593E-28	4.577E-28	4.546E-28	4.496E-28	4.422E-28	4.316E-28	4.167E-28	3.961E-28	3.681E-28	3.303E-28	2.797E-28	2.121E-28	1.227E-28	4.717E-30	8.676E-41	7.92E-41	7.164E-41	6.415E-41	5.674E-41	4.942E-41	4.215E-41	3.484E-41	2.733E-41	1.934E-41	1.044E-41	0
0.01637	2.871E-29	3.636E-29	4.567E-29	5.682E-29	6.995E-29	8.521E-29	1.028E-28	1.227E-28	1.451E-28	1.7E-28	1.971E-28	2.264E-28	2.575E-28	2.9E-28	3.234E-28	3.571E-28	3.904E-28	4.227E-28	4.53E-28	4.801E-28	5.028E-28	5.192E-28	5.273E-28	5.287E-28	5.28E-28	5.259E-28	5.221E-28	5.161E-28	5.073E-28	4.947E-28	4.772E-28	4.531E-28	4.206E-28	3.77E-28	3.186E-28	2.413E-28	1.393E-28	5.351E-30	1.103E-40	1.007E-40	9.105E-41	8.152E-41	7.211E-41	6.28E-41	5.357E-41	4.428E-41	3.473E-41	2.458E-41	1.327E-41	0
0.01718	3.365E-29	4.253E-29	5.332E-29	6.622E-29	8.139E-29	9.9E-29	1.192E-28	1.422E-28	1.679E-28	1.965E-28	2.277E-28	2.612E-28	2.968E-28	3.34E-28	3.721E-28	4.106E-28	4.486E-28	4.854E-28	5.198E-28	5.506E-28	5.762E-28	5.948E-28	6.038E-28	6.053E-28	6.042E-28	6.016E-28	5.97E-28	5.898E-28	5.794E-28	5.646E-28	5.441E-28	5.162E-28	4.787E-28	4.284E-28	3.616E-28	2.734E-28	1.575E-28	6.078E-30	1.401E-40	1.279E-40	1.157E-40	1.036E-40	9.164E-41	7.982E-41	6.808E-41	5.628E-41	4.414E-41	3.123E-41	1.687E-41	0
0.01802	3.928E-29	4.954E-29	6.199E-29	7.685E-29	9.431E-29	1.145E-28	1.378E-28	1.641E-28	1.936E-28	2.262E-28	2.619E-28	3.002E-28	3.408E-28	3.832E-28	4.266E-28	4.703E-28	5.135E-28	5.552E-28	5.942E-28	6.29E-28	6.579E-28	6.788E-28	6.889E-28	6.904E-28	6.889E-28	6.857E-28	6.801E-28	6.716E-28	6.593E-28	6.42E-28	6.183E-28	5.861E-28	5.428E-28	4.852E-28	4.091E-28	3.089E-28	1.779E-28	6.877E-30	1.781E-40	1.626E-40	1.471E-40	1.317E-40	1.165E-40	1.014E-40	8.652E-41	7.152E-41	5.61E-41	3.97E-41	2.144E-41	0
0.01891	4.565E-29	5.746E-29	7.176E-29	8.881E-29	1.088E-28	1.32E-28	1.585E-28	1.886E-28	2.222E-28	2.594E-28	3E-28	3.436E-28	3.897E-28	4.378E-28	4.87E-28	5.365E-28	5.854E-28	6.325E-28	6.764E-28	7.156E-28	7.481E-28	7.715E-28	7.826E-28	7.841E-28	7.822E-28	7.782E-28	7.716E-28	7.616E-28	7.471E-28	7.27E-28	6.996E-28	6.624E-28	6.129E-28	5.472E-28	4.607E-28	3.475E-28	1.996E-28	7.715E-30	2.264E-40	2.066E-40	1.869E-40	1.674E-40	1.48E-40	1.289E-40	1.1E-40	9.09E-41	7.13E-41	5.045E-41	2.724E-41	0
0.01983	5.283E-29	6.638E-29	8.275E-29	1.022E-28	1.251E-28	1.515E-28	1.817E-28	2.159E-28	2.541E-28	2.963E-28	3.423E-28	3.917E-28	4.439E-28	4.982E-28	5.538E-28	6.097E-28	6.648E-28	7.178E-28	7.672E-28	8.112E-28	8.476E-28	8.736E-28	8.859E-28	8.874E-28	8.85E-28	8.801E-28	8.723E-28	8.605E-28	8.437E-28	8.204E-28	7.887E-28	7.463E-28	6.898E-28	6.151E-28	5.173E-28	3.895E-28	2.235E-28	8.702E-30	2.877E-40	2.626E-40	2.375E-40	2.127E-40	1.881E-40	1.639E-40	1.398E-40	1.155E-40	9.061E-41	6.412E-41	3.462E-41	0
0.02081	6.092E-29	7.64E-29	9.507E-29	1.173E-28	1.432E-28	1.732E-28	2.075E-28	2.462E-28	2.895E-28	3.373E-28	3.893E-28	4.45E-28	5.039E-28	5.652E-28	6.278E-28	6.907E-28	7.526E-28	8.121E-28	8.675E-28	9.167E-28	9.573E-28	9.863E-28	9.999E-28	1.001E-27	9.982E-28	9.924E-28	9.831E-28	9.694E-28	9.499E-28	9.231E-28	8.868E-28	8.383E-28	7.741E-28	6.898E-28	5.793E-28	4.359E-28	2.501E-28	9.739E-30	3.656E-40	3.337E-40	3.019E-40	2.703E-40	2.391E-40	2.082E-40	1.776E-40	1.468E-40	1.152E-40	8.149E-41	4.4E-41	0
0.02183	6.998E-29	8.76E-29	1.088E-28	1.34E-28	1.634E-28	1.974E-28	2.361E-28	2.799E-28	3.287E-28	3.826E-28	4.411E-28	5.039E-28	5.701E-28	6.389E-28	7.091E-28	7.796E-28	8.489E-28	9.155E-28	9.773E-28	1.032E-27	1.077E-27	1.11E-27	1.124E-27	1.126E-27	1.122E-27	1.115E-27	1.104E-27	1.088E-27	1.066E-27	1.035E-27	9.935E-28	9.384E-28	8.658E-28	7.706E-28	6.467E-28	4.86E-28	2.782E-28	1.087E-29	4.647E-40	4.241E-40	3.837E-40	3.435E-40	3.039E-40	2.647E-40	2.257E-40	1.866E-40	1.464E-40	1.036E-40	5.592E-41	0
0.0229	8.01E-29	1.001E-28	1.241E-28	1.526E-28	1.858E-28	2.241E-28	2.678E-28	3.171E-28	3.72E-28	4.325E-28	4.983E-28	5.686E-28	6.428E-28	7.199E-28	7.984E-28	8.772E-28	9.546E-28	1.029E-27	1.098E-27	1.159E-27	1.209E-27	1.244E-27	1.261E-27	1.262E-27	1.257E-27	1.249E-27	1.236E-27	1.218E-27	1.192E-27	1.157E-27	1.11E-27	1.048E-27	9.656E-28	8.587E-28	7.2E-28	5.403E-28	3.091E-28	1.213E-29	5.905E-40	5.39E-40	4.876E-40	4.366E-40	3.862E-40	3.364E-40	2.869E-40	2.371E-40	1.86E-40	1.316E-40	7.107E-41	0
0.02403	9.137E-29	1.14E-28	1.411E-28	1.732E-28	2.106E-28	2.536E-28	3.027E-28	3.58E-28	4.196E-28	4.874E-28	5.61E-28	6.397E-28	7.226E-28	8.086E-28	8.962E-28	9.84E-28	1.07E-27	1.153E-27	1.229E-27	1.297E-27	1.352E-27	1.392E-27	1.409E-27	1.41E-27	1.405E-27	1.395E-27	1.38E-27	1.359E-27	1.329E-27	1.29E-27	1.236E-27	1.166E-27	1.074E-27	9.542E-28	7.99E-28	5.991E-28	3.423E-28	1.346E-29	7.505E-40	6.851E-40	6.197E-40	5.549E-40	4.908E-40	4.275E-40	3.646E-40	3.014E-40	2.364E-40	1.673E-40	9.033E-41	0
0.02521	1.039E-28	1.293E-28	1.598E-28	1.959E-28	2.379E-28	2.862E-28	3.411E-28	4.03E-28	4.719E-28	5.475E-28	6.296E-28	7.174E-28	8.097E-28	9.054E-28	1.003E-27	1.1E-27	1.196E-27	1.288E-27	1.372E-27	1.447E-27	1.508E-27	1.551E-27	1.571E-27	1.571E-27	1.565E-27	1.553E-27	1.536E-27	1.512E-27	1.478E-27	1.433E-27	1.373E-27	1.294E-27	1.191E-27	1.057E-27	8.845E-28	6.625E-28	3.78E-28	1.494E-29	9.538E-40	8.707E-40	7.876E-40	7.052E-40	6.238E-40	5.433E-40	4.634E-40	3.83E-40	3.004E-40	2.126E-40	1.148E-40	0
0.02645	1.177E-28	1.463E-28	1.805E-28	2.209E-28	2.679E-28	3.219E-28	3.833E-28	4.523E-28	5.291E-28	6.134E-28	7.047E-28	8.023E-28	9.049E-28	1.011E-27	1.119E-27	1.227E-27	1.333E-27	1.435E-27	1.528E-27	1.611E-27	1.678E-27	1.725E-27	1.746E-27	1.746E-27	1.738E-27	1.725E-27	1.706E-27	1.678E-27	1.64E-27	1.589E-27	1.522E-27	1.433E-27	1.318E-27	1.169E-27	9.771E-28	7.312E-28	4.171E-28	1.655E-29	1.212E-39	1.107E-39	1.001E-39	8.963E-40	7.928E-40	6.905E-40	5.889E-40	4.868E-40	3.818E-40	2.702E-40	1.459E-40	0
0.02775	1.33E-28	1.65E-28	2.033E-28	2.484E-28	3.008E-28	3.61E-28	4.293E-28	5.062E-28	5.915E-28	6.851E-28	7.865E-28	8.947E-28	1.008E-27	1.126E-27	1.246E-27	1.365E-27	1.482E-27	1.594E-27	1.697E-27	1.788E-27	1.862E-27	1.913E-27	1.936E-27	1.935E-27	1.926E-27	1.911E-27	1.889E-27	1.857E-27	1.814E-27	1.757E-27	1.681E-27	1.582E-27	1.454E-27	1.289E-27	1.076E-27	8.047E-28	4.582E-28	1.822E-29	1.541E-39	1.406E-39	1.272E-39	1.139E-39	1.008E-39	8.775E-40	7.484E-40	6.187E-40	4.853E-40	3.434E-40	1.854E-40	0
0.02911	1.498E-28	1.856E-28	2.282E-28	2.785E-28	3.368E-28	4.037E-28	4.796E-28	5.649E-28	6.595E-28	7.632E-28	8.754E-28	9.951E-28	1.121E-27	1.251E-27	1.383E-27	1.514E-27	1.643E-27	1.766E-27	1.88E-27	1.979E-27	2.06E-27	2.117E-27	2.141E-27	2.14E-27	2.129E-27	2.112E-27	2.086E-27	2.051E-27	2.002E-27	1.938E-27	1.853E-27	1.743E-27	1.601E-27	1.418E-27	1.183E-27	8.835E-28	5.029E-28	2.014E-29	1.958E-39	1.787E-39	1.617E-39	1.448E-39	1.28E-39	1.115E-39	9.512E-40	7.863E-40	6.168E-40	4.364E-40	2.357E-40	0
0.03054	1.683E-28	2.081E-28	2.556E-28	3.114E-28	3.762E-28	4.504E-28	5.345E-28	6.289E-28	7.335E-28	8.482E-28	9.721E-28	1.104E-27	1.243E-27	1.386E-27	1.531E-27	1.676E-27	1.818E-27	1.953E-27	2.077E-27	2.187E-27	2.275E-27	2.337E-27	2.363E-27	2.361E-27	2.349E-27	2.329E-27	2.3E-27	2.26E-27	2.206E-27	2.134E-27	2.039E-27	1.917E-27	1.759E-27	1.557E-27	1.298E-27	9.692E-28	5.516E-28	2.214E-29	2.488E-39	2.272E-39	2.055E-39	1.84E-39	1.627E-39	1.417E-39	1.209E-39	9.993E-40	7.838E-40	5.546E-40	2.995E-40	0
